,Survived,Sex,Pclass_1,Pclass_2,Pclass_3,Embarked_0.0,Embarked_1.0,Embarked_2.0,Cabin_Letter_0,Cabin_Letter_1,Cabin_Letter_2,Cabin_Letter_3,Cabin_Letter_4,Cabin_Letter_5,Cabin_Letter_6,Cabin_Letter_7,Alone,Age,SibSp,Parch,Fare,Family_size
25,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.6614135270424127,0.481287771858981,5.333813473157765,-0.036514962682837,3.2318440153609194
26,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,-0.5583460543187373
27,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.7671803671854519,2.4020368369913165,1.8665256881734007,4.44135459827793,2.6001456704143098
28,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4910115939092776,-0.5583460543187373
29,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
30,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.1074049376158602,-0.5583460543187373
31,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.16566714856319312,0.481287771858981,-0.444999501816175,2.1894093700840225,0.07335229062787217
32,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
33,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.7667097922203183,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
34,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.09047799623541078,0.481287771858981,-0.444999501816175,0.9453016200799194,0.07335229062787217
35,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9621701363535421,0.481287771858981,-0.444999501816175,0.3619958531207306,0.07335229062787217
36,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5035783388588141,-0.5583460543187373
37,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
38,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.8423695195132342,1.4416623044251486,-0.444999501816175,-0.29534157500886543,0.7050506355744817
39,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.1431261288243637,0.481287771858981,-0.444999501816175,-0.4260028556126374,0.07335229062787217
40,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.8117918316979774,0.481287771858981,-0.444999501816175,-0.4601592683854773,0.07335229062787217
41,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.16566714856319312,0.481287771858981,-0.444999501816175,-0.23734121370331285,0.07335229062787217
42,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
43,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.9702068044299694,0.481287771858981,1.8665256881734007,0.16052579808976314,1.3367489805210908
44,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.4910115939092776,-0.5583460543187373
45,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
46,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3436752094301593,0.07335229062787217
47,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
48,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.4664237578743225,1.4416623044251486,-0.444999501816175,-0.2242099319037357,0.7050506355744817
49,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.8423695195132342,0.481287771858981,-0.444999501816175,-0.2992082657625689,0.07335229062787217
50,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.66945019511884,3.3624113695574844,0.7107630931786129,0.12395270359585853,2.6001456704143098
51,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.4925428034477442,-0.5583460543187373
52,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.4884942026480186,0.481287771858981,-0.444999501816175,0.8400966980531545,0.07335229062787217
53,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.015288843907628425,0.481287771858981,-0.444999501816175,-0.14067394486072518,0.07335229062787217
54,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.691520639892536,-0.47908676070718687,0.7107630931786129,0.5549282549675207,0.07335229062787217
55,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,0.04299386594019136,-0.5583460543187373
56,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
57,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-0.052883420071519596,-0.47908676070718687,-0.444999501816175,-0.5035783388588141,-0.5583460543187373
58,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8198284997744048,0.481287771858981,1.8665256881734007,-0.10684040076581951,1.3367489805210908
59,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.3686935858077107,4.322785902123652,1.8665256881734007,0.2633952389012912,3.8635423603075285
60,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5035783388588141,-0.5583460543187373
61,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.6614135270424127,-0.47908676070718687,-0.444999501816175,0.9033325586392215,-0.5583460543187373
62,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.1877375933368892,0.481287771858981,-0.444999501816175,0.9705163104848198,0.07335229062787217
63,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.895017652102187,2.4020368369913165,1.8665256881734007,-0.1039403827005419,2.6001456704143098
64,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.1074049376158602,-0.5583460543187373
65,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.9927478241687989,0.481287771858981,0.7107630931786129,-0.3485897733781164,0.7050506355744817
66,1.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
67,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.4856156269624844,-0.5583460543187373
68,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.9175586718410166,3.3624113695574844,1.8665256881734007,-0.4901261217266795,3.2318440153609194
69,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.24085630089097548,1.4416623044251486,-0.444999501816175,-0.47586769957239783,0.7050506355744817
70,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.21027861307571863,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
71,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.9927478241687989,4.322785902123652,1.8665256881734007,0.2633952389012912,3.8635423603075285
72,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,0.7776651091438576,-0.5583460543187373
73,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.24085630089097548,0.481287771858981,-0.444999501816175,-0.3638941353812749,0.07335229062787217
74,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.21027861307571863,-0.47908676070718687,-0.444999501816175,0.4489151945732318,-0.5583460543187373
75,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4954428215130219,-0.5583460543187373
76,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
77,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
78,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.133367264981257,-0.47908676070718687,1.8665256881734007,-0.08267358355517258,0.7050506355744817
79,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.40215890707992474,-0.5583460543187373
80,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.4693426589255232,-0.5583460543187373
81,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,-0.5583460543187373
82,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4927844716198507,-0.5583460543187373
83,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,0.26726192965499473,-0.5583460543187373
84,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.9175586718410166,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
85,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.285467765403501,2.4020368369913165,-0.444999501816175,-0.3369085006111781,1.3367489805210908
86,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.9927478241687989,0.481287771858981,3.022288283168189,0.02124373045060914,1.9684473254677004
87,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
88,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.4664237578743225,2.4020368369913165,1.8665256881734007,4.44135459827793,2.6001456704143098
89,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
90,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
91,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.6919912148576696,-0.47908676070718687,-0.444999501816175,-0.4914949302534906,-0.5583460543187373
92,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.2629267456646716,0.481287771858981,-0.444999501816175,0.5393802914468789,0.07335229062787217
93,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.24085630089097548,0.481287771858981,1.8665256881734007,-0.2455579315549328,1.3367489805210908
94,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2.240385725925842,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,-0.5583460543187373
95,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
96,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3.14265555385923,-0.47908676070718687,-0.444999501816175,0.026641630742779292,-0.5583460543187373
97,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.4664237578743225,-0.47908676070718687,0.7107630931786129,0.5815910210596833,0.07335229062787217
98,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.36065691773128333,-0.47908676070718687,0.7107630931786129,-0.19867430616627776,0.07335229062787217
99,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.36065691773128333,0.481287771858981,-0.444999501816175,-0.14067394486072518,0.07335229062787217
100,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
101,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
102,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.6168020625298872,-0.47908676070718687,0.7107630931786129,0.8508905652921176,0.07335229062787217
103,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.4760281672386766,-0.5583460543187373
104,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.5862243747146304,1.4416623044251486,-0.444999501816175,-0.4901261217266795,0.7050506355744817
105,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
106,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.4954428215130219,-0.5583460543187373
107,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,-0.5583460543187373
108,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.6614135270424127,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
109,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.17644083433248264,0.07335229062787217
110,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.338115897992454,-0.47908676070718687,-0.444999501816175,0.3619958531207306,-0.5583460543187373
111,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.1055315526604725,0.481287771858981,-0.444999501816175,-0.3638941353812749,0.07335229062787217
112,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
113,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.6919912148576696,0.481287771858981,-0.444999501816175,-0.45339255956649627,0.07335229062787217
114,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-0.9175586718410166,-0.47908676070718687,-0.444999501816175,-0.36381486822082393,-0.5583460543187373
115,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,-0.5583460543187373
116,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,3.105060977695339,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
117,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.015288843907628425,0.481287771858981,-0.444999501816175,-0.23734121370331285,0.07335229062787217
118,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.39123460554654016,-0.47908676070718687,0.7107630931786129,4.142088200704293,0.07335229062787217
119,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-2.0453959567577518,3.3624113695574844,1.8665256881734007,-0.03868997623179524,3.2318440153609194
120,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.6168020625298872,1.4416623044251486,-0.444999501816175,0.7776651091438576,0.7050506355744817
121,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
122,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2478731892396098,0.481287771858981,-0.444999501816175,-0.061971321259844045,0.07335229062787217
123,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.2478731892396098,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
124,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.8644399642869303,-0.47908676070718687,0.7107630931786129,0.8508905652921176,0.07335229062787217
125,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.2935044334799284,0.481287771858981,-0.444999501816175,-0.4260028556126374,0.07335229062787217
126,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
127,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.5052700160635594,-0.5583460543187373
128,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.9927478241687989,0.481287771858981,0.7107630931786129,-0.21108058344953548,0.7050506355744817
129,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,-0.5084929028067712,-0.5583460543187373
130,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
131,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.6919912148576696,-0.47908676070718687,-0.444999501816175,-0.5070428937741324,-0.5583460543187373
132,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1.338115897992454,0.481287771858981,-0.444999501816175,-0.3630086631986768,0.07335229062787217
133,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.015288843907628425,0.481287771858981,-0.444999501816175,-0.14067394486072518,0.07335229062787217
134,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
135,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.4664237578743225,-0.47908676070718687,-0.444999501816175,-0.3524564641318199,-0.5583460543187373
136,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.7671803671854519,-0.47908676070718687,1.8665256881734007,-0.13519677740810415,0.7050506355744817
137,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5862243747146304,0.481287771858981,-0.444999501816175,0.38326265226609996,0.07335229062787217
138,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.46515309949388545,-0.5583460543187373
139,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,0.8878657956244075,-0.5583460543187373
140,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.24085630089097548,-0.47908676070718687,1.8665256881734007,-0.3485897733781164,0.7050506355744817
141,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
142,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.39123460554654016,0.481287771858981,-0.444999501816175,-0.3369085006111781,0.07335229062787217
143,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.5128429299046876,-0.5583460543187373
144,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.8423695195132342,-0.47908676070718687,-0.444999501816175,-0.4210090245042294,-0.5583460543187373
145,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.7671803671854519,0.481287771858981,0.7107630931786129,0.06716068315083827,0.7050506355744817
146,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.49262400395357203,-0.5583460543187373
147,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.5190718904632754,1.4416623044251486,1.8665256881734007,0.02124373045060914,1.9684473254677004
148,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5486297985507392,-0.47908676070718687,1.8665256881734007,-0.14067394486072518,0.7050506355744817
149,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.9621701363535421,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
150,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.6388725073035832,-0.47908676070718687,-0.444999501816175,-0.4011922343914989,-0.5583460543187373
151,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.5416129102021049,0.481287771858981,-0.444999501816175,0.6442642781410864,0.07335229062787217
152,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.9772236927786038,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
153,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.8493864078618686,-0.47908676070718687,1.8665256881734007,-0.3630086631986768,0.7050506355744817
154,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5019678621598965,-0.5583460543187373
155,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.6388725073035832,-0.47908676070718687,0.7107630931786129,0.5433281827064101,0.07335229062787217
156,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.4938323448141044,-0.5583460543187373
157,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
158,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,-0.5583460543187373
159,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132,5.758637395147358
